article_id,pair,score
0,neutral-authority_bias,0.9560744762420654
0,neutral-scarcity_bias,0.9079625010490417
0,neutral-social_proof_bias,0.9160735607147217
0,neutral-reciprocity_bias,0.8597537279129028
0,authority_bias-scarcity_bias,0.9194026589393616
0,authority_bias-social_proof_bias,0.9362442493438721
0,authority_bias-reciprocity_bias,0.8729691505432129
0,scarcity_bias-social_proof_bias,0.9043378233909607
0,scarcity_bias-reciprocity_bias,0.9147989153862
0,social_proof_bias-reciprocity_bias,0.9018447995185852
1,neutral-authority_bias,0.941669225692749
1,neutral-scarcity_bias,0.8795890808105469
1,neutral-social_proof_bias,0.8924851417541504
1,neutral-reciprocity_bias,0.8405758142471313
1,authority_bias-scarcity_bias,0.9050929546356201
1,authority_bias-social_proof_bias,0.9375056624412537
1,authority_bias-reciprocity_bias,0.8714529871940613
1,scarcity_bias-social_proof_bias,0.9307514429092407
1,scarcity_bias-reciprocity_bias,0.9050837159156799
1,social_proof_bias-reciprocity_bias,0.9030609726905823
2,neutral-authority_bias,0.9103922843933105
2,neutral-scarcity_bias,0.8386086821556091
2,neutral-social_proof_bias,0.8716887831687927
2,neutral-reciprocity_bias,0.8197417259216309
2,authority_bias-scarcity_bias,0.8406287431716919
2,authority_bias-social_proof_bias,0.8790722489356995
2,authority_bias-reciprocity_bias,0.8457332849502563
2,scarcity_bias-social_proof_bias,0.8970999121665955
2,scarcity_bias-reciprocity_bias,0.9062893390655518
2,social_proof_bias-reciprocity_bias,0.8940909504890442
3,neutral-authority_bias,0.9390312433242798
3,neutral-scarcity_bias,0.8746048808097839
3,neutral-social_proof_bias,0.8937464356422424
3,neutral-reciprocity_bias,0.8789761066436768
3,authority_bias-scarcity_bias,0.8630120158195496
3,authority_bias-social_proof_bias,0.8989377021789551
3,authority_bias-reciprocity_bias,0.8866043090820312
3,scarcity_bias-social_proof_bias,0.9135671257972717
3,scarcity_bias-reciprocity_bias,0.9036741256713867
3,social_proof_bias-reciprocity_bias,0.9247164130210876
4,neutral-authority_bias,0.8924180865287781
4,neutral-scarcity_bias,0.9080907106399536
4,neutral-social_proof_bias,0.9083030819892883
4,neutral-reciprocity_bias,0.842582643032074
4,authority_bias-scarcity_bias,0.8758452534675598
4,authority_bias-social_proof_bias,0.9183733463287354
4,authority_bias-reciprocity_bias,0.8715528249740601
4,scarcity_bias-social_proof_bias,0.9006173014640808
4,scarcity_bias-reciprocity_bias,0.8531943559646606
4,social_proof_bias-reciprocity_bias,0.8663615584373474
5,neutral-authority_bias,0.8991672396659851
5,neutral-scarcity_bias,0.8788118362426758
5,neutral-social_proof_bias,0.9158915281295776
5,neutral-reciprocity_bias,0.8715972900390625
5,authority_bias-scarcity_bias,0.8429783582687378
5,authority_bias-social_proof_bias,0.8817219734191895
5,authority_bias-reciprocity_bias,0.8341038823127747
5,scarcity_bias-social_proof_bias,0.8781556487083435
5,scarcity_bias-reciprocity_bias,0.8588038682937622
5,social_proof_bias-reciprocity_bias,0.8652876615524292
6,neutral-authority_bias,0.9466884136199951
6,neutral-scarcity_bias,0.9403322339057922
6,neutral-social_proof_bias,0.9396741986274719
6,neutral-reciprocity_bias,0.8933889865875244
6,authority_bias-scarcity_bias,0.9509112238883972
6,authority_bias-social_proof_bias,0.9409448504447937
6,authority_bias-reciprocity_bias,0.9054718613624573
6,scarcity_bias-social_proof_bias,0.9471451640129089
6,scarcity_bias-reciprocity_bias,0.9048411846160889
6,social_proof_bias-reciprocity_bias,0.9060510993003845
7,neutral-authority_bias,0.8703007102012634
7,neutral-scarcity_bias,0.8839591145515442
7,neutral-social_proof_bias,0.8331200480461121
7,neutral-reciprocity_bias,0.8200558423995972
7,authority_bias-scarcity_bias,0.9064797759056091
7,authority_bias-social_proof_bias,0.8644704222679138
7,authority_bias-reciprocity_bias,0.8410248756408691
7,scarcity_bias-social_proof_bias,0.8614516258239746
7,scarcity_bias-reciprocity_bias,0.8446999788284302
7,social_proof_bias-reciprocity_bias,0.8869218826293945
8,neutral-authority_bias,0.954329788684845
8,neutral-scarcity_bias,0.9327996969223022
8,neutral-social_proof_bias,0.8893700242042542
8,neutral-reciprocity_bias,0.9253331422805786
8,authority_bias-scarcity_bias,0.9237436056137085
8,authority_bias-social_proof_bias,0.8775590658187866
8,authority_bias-reciprocity_bias,0.9197574257850647
8,scarcity_bias-social_proof_bias,0.9196535348892212
8,scarcity_bias-reciprocity_bias,0.9381120204925537
8,social_proof_bias-reciprocity_bias,0.9170732498168945
9,neutral-authority_bias,0.9415692090988159
9,neutral-scarcity_bias,0.8955386281013489
9,neutral-social_proof_bias,0.894294798374176
9,neutral-reciprocity_bias,0.8580560088157654
9,authority_bias-scarcity_bias,0.9044262170791626
9,authority_bias-social_proof_bias,0.9091058373451233
9,authority_bias-reciprocity_bias,0.8642340302467346
9,scarcity_bias-social_proof_bias,0.9079986214637756
9,scarcity_bias-reciprocity_bias,0.9064751863479614
9,social_proof_bias-reciprocity_bias,0.9148393273353577
10,neutral-authority_bias,0.908562183380127
10,neutral-scarcity_bias,0.8546585440635681
10,neutral-social_proof_bias,0.8314233422279358
10,neutral-reciprocity_bias,0.8004076480865479
10,authority_bias-scarcity_bias,0.8331916332244873
10,authority_bias-social_proof_bias,0.8048034310340881
10,authority_bias-reciprocity_bias,0.7729320526123047
10,scarcity_bias-social_proof_bias,0.8852763772010803
10,scarcity_bias-reciprocity_bias,0.8825876712799072
10,social_proof_bias-reciprocity_bias,0.870203971862793
11,neutral-authority_bias,0.9376296997070312
11,neutral-scarcity_bias,0.9134514331817627
11,neutral-social_proof_bias,0.9336022734642029
11,neutral-reciprocity_bias,0.8876901865005493
11,authority_bias-scarcity_bias,0.9027605056762695
11,authority_bias-social_proof_bias,0.9424281120300293
11,authority_bias-reciprocity_bias,0.877421498298645
11,scarcity_bias-social_proof_bias,0.9274676442146301
11,scarcity_bias-reciprocity_bias,0.9012119770050049
11,social_proof_bias-reciprocity_bias,0.9102203249931335
12,neutral-authority_bias,0.9206803441047668
12,neutral-scarcity_bias,0.9094687700271606
12,neutral-social_proof_bias,0.9183378219604492
12,neutral-reciprocity_bias,0.8980735540390015
12,authority_bias-scarcity_bias,0.8951743245124817
12,authority_bias-social_proof_bias,0.8928407430648804
12,authority_bias-reciprocity_bias,0.9167974591255188
12,scarcity_bias-social_proof_bias,0.9115325212478638
12,scarcity_bias-reciprocity_bias,0.8950018882751465
12,social_proof_bias-reciprocity_bias,0.9195991158485413
13,neutral-authority_bias,0.932518720626831
13,neutral-scarcity_bias,0.9359241127967834
13,neutral-social_proof_bias,0.857397735118866
13,neutral-reciprocity_bias,0.7883807420730591
13,authority_bias-scarcity_bias,0.9404836893081665
13,authority_bias-social_proof_bias,0.8492646813392639
13,authority_bias-reciprocity_bias,0.8088638186454773
13,scarcity_bias-social_proof_bias,0.8629440069198608
13,scarcity_bias-reciprocity_bias,0.8036937117576599
13,social_proof_bias-reciprocity_bias,0.8268142342567444
14,neutral-authority_bias,0.9172043204307556
14,neutral-scarcity_bias,0.8851968050003052
14,neutral-social_proof_bias,0.9086281657218933
14,neutral-reciprocity_bias,0.8658179640769958
14,authority_bias-scarcity_bias,0.897612452507019
14,authority_bias-social_proof_bias,0.8963910341262817
14,authority_bias-reciprocity_bias,0.8776036500930786
14,scarcity_bias-social_proof_bias,0.9080743193626404
14,scarcity_bias-reciprocity_bias,0.9051614999771118
14,social_proof_bias-reciprocity_bias,0.9102357029914856
15,neutral-authority_bias,0.908844530582428
15,neutral-scarcity_bias,0.9257939457893372
15,neutral-social_proof_bias,0.9183562397956848
15,neutral-reciprocity_bias,0.9119941592216492
15,authority_bias-scarcity_bias,0.9152752161026001
15,authority_bias-social_proof_bias,0.9238772988319397
15,authority_bias-reciprocity_bias,0.8909080028533936
15,scarcity_bias-social_proof_bias,0.9277892708778381
15,scarcity_bias-reciprocity_bias,0.9248471260070801
15,social_proof_bias-reciprocity_bias,0.9306097626686096
16,neutral-authority_bias,0.9273166060447693
16,neutral-scarcity_bias,0.8608550429344177
16,neutral-social_proof_bias,0.8598561882972717
16,neutral-reciprocity_bias,0.8877550363540649
16,authority_bias-scarcity_bias,0.9031315445899963
16,authority_bias-social_proof_bias,0.928924560546875
16,authority_bias-reciprocity_bias,0.8849096894264221
16,scarcity_bias-social_proof_bias,0.9320870041847229
16,scarcity_bias-reciprocity_bias,0.8795971274375916
16,social_proof_bias-reciprocity_bias,0.8793944716453552
17,neutral-authority_bias,0.7761532068252563
17,neutral-scarcity_bias,0.8213058114051819
17,neutral-social_proof_bias,0.790212869644165
17,neutral-reciprocity_bias,0.8288143873214722
17,authority_bias-scarcity_bias,0.7722896933555603
17,authority_bias-social_proof_bias,0.8637787699699402
17,authority_bias-reciprocity_bias,0.8112767934799194
17,scarcity_bias-social_proof_bias,0.8508983254432678
17,scarcity_bias-reciprocity_bias,0.8415151834487915
17,social_proof_bias-reciprocity_bias,0.7992878556251526
18,neutral-authority_bias,0.9405049681663513
18,neutral-scarcity_bias,0.9078063368797302
18,neutral-social_proof_bias,0.9241621494293213
18,neutral-reciprocity_bias,0.9006304144859314
18,authority_bias-scarcity_bias,0.8981581926345825
18,authority_bias-social_proof_bias,0.9267703890800476
18,authority_bias-reciprocity_bias,0.8880074620246887
18,scarcity_bias-social_proof_bias,0.8997610211372375
18,scarcity_bias-reciprocity_bias,0.9152740836143494
18,social_proof_bias-reciprocity_bias,0.8972576260566711
19,neutral-authority_bias,0.9437567591667175
19,neutral-scarcity_bias,0.9630062580108643
19,neutral-social_proof_bias,0.9529668092727661
19,neutral-reciprocity_bias,0.8957232236862183
19,authority_bias-scarcity_bias,0.9421926140785217
19,authority_bias-social_proof_bias,0.9366858005523682
19,authority_bias-reciprocity_bias,0.8548961281776428
19,scarcity_bias-social_proof_bias,0.9571092128753662
19,scarcity_bias-reciprocity_bias,0.9102743268013
19,social_proof_bias-reciprocity_bias,0.919533908367157
20,neutral-authority_bias,0.927088737487793
20,neutral-scarcity_bias,0.8939584493637085
20,neutral-social_proof_bias,0.9358448386192322
20,neutral-reciprocity_bias,0.918432891368866
20,authority_bias-scarcity_bias,0.8801815509796143
20,authority_bias-social_proof_bias,0.937838613986969
20,authority_bias-reciprocity_bias,0.899508535861969
20,scarcity_bias-social_proof_bias,0.8972924947738647
20,scarcity_bias-reciprocity_bias,0.8867403864860535
20,social_proof_bias-reciprocity_bias,0.9093600511550903
21,neutral-authority_bias,0.8970201015472412
21,neutral-scarcity_bias,0.9392845630645752
21,neutral-social_proof_bias,0.9286136031150818
21,neutral-reciprocity_bias,0.8735418319702148
21,authority_bias-scarcity_bias,0.887401819229126
21,authority_bias-social_proof_bias,0.8657368421554565
21,authority_bias-reciprocity_bias,0.816927433013916
21,scarcity_bias-social_proof_bias,0.9415940642356873
21,scarcity_bias-reciprocity_bias,0.9001243710517883
21,social_proof_bias-reciprocity_bias,0.9192925095558167
22,neutral-authority_bias,0.854332685470581
22,neutral-scarcity_bias,0.8457702994346619
22,neutral-social_proof_bias,0.7739353179931641
22,neutral-reciprocity_bias,0.7991457581520081
22,authority_bias-scarcity_bias,0.84752357006073
22,authority_bias-social_proof_bias,0.8639042973518372
22,authority_bias-reciprocity_bias,0.8348674774169922
22,scarcity_bias-social_proof_bias,0.8477263450622559
22,scarcity_bias-reciprocity_bias,0.8540448546409607
22,social_proof_bias-reciprocity_bias,0.8246245980262756
23,neutral-authority_bias,0.9275361895561218
23,neutral-scarcity_bias,0.8476862907409668
23,neutral-social_proof_bias,0.9152317047119141
23,neutral-reciprocity_bias,0.9010186195373535
23,authority_bias-scarcity_bias,0.839560866355896
23,authority_bias-social_proof_bias,0.9416091442108154
23,authority_bias-reciprocity_bias,0.9119287729263306
23,scarcity_bias-social_proof_bias,0.8555070161819458
23,scarcity_bias-reciprocity_bias,0.926777720451355
23,social_proof_bias-reciprocity_bias,0.9184632897377014
24,neutral-authority_bias,0.9420672059059143
24,neutral-scarcity_bias,0.9012669324874878
24,neutral-social_proof_bias,0.9212951064109802
24,neutral-reciprocity_bias,0.937064528465271
24,authority_bias-scarcity_bias,0.888996422290802
24,authority_bias-social_proof_bias,0.92435622215271
24,authority_bias-reciprocity_bias,0.947266697883606
24,scarcity_bias-social_proof_bias,0.8908525109291077
24,scarcity_bias-reciprocity_bias,0.8812963962554932
24,social_proof_bias-reciprocity_bias,0.9258931279182434
25,neutral-authority_bias,0.9133931398391724
25,neutral-scarcity_bias,0.8455386757850647
25,neutral-social_proof_bias,0.8639612793922424
25,neutral-reciprocity_bias,0.8327986598014832
25,authority_bias-scarcity_bias,0.8291246294975281
25,authority_bias-social_proof_bias,0.8641850352287292
25,authority_bias-reciprocity_bias,0.8163881897926331
25,scarcity_bias-social_proof_bias,0.9016892910003662
25,scarcity_bias-reciprocity_bias,0.8954697251319885
25,social_proof_bias-reciprocity_bias,0.9124537110328674
26,neutral-authority_bias,0.9336075186729431
26,neutral-scarcity_bias,0.9107093214988708
26,neutral-social_proof_bias,0.8940520882606506
26,neutral-reciprocity_bias,0.8830353021621704
26,authority_bias-scarcity_bias,0.9044212698936462
26,authority_bias-social_proof_bias,0.8991283178329468
26,authority_bias-reciprocity_bias,0.8919535279273987
26,scarcity_bias-social_proof_bias,0.9246317148208618
26,scarcity_bias-reciprocity_bias,0.9104713201522827
26,social_proof_bias-reciprocity_bias,0.9012115001678467
27,neutral-authority_bias,0.9379830956459045
27,neutral-scarcity_bias,0.873035192489624
27,neutral-social_proof_bias,0.8594842553138733
27,neutral-reciprocity_bias,0.8618782758712769
27,authority_bias-scarcity_bias,0.8929145336151123
27,authority_bias-social_proof_bias,0.886309027671814
27,authority_bias-reciprocity_bias,0.8777872920036316
27,scarcity_bias-social_proof_bias,0.9412181377410889
27,scarcity_bias-reciprocity_bias,0.9235159158706665
27,social_proof_bias-reciprocity_bias,0.9037434458732605
28,neutral-authority_bias,0.8939357995986938
28,neutral-scarcity_bias,0.8756669759750366
28,neutral-social_proof_bias,0.8445090055465698
28,neutral-reciprocity_bias,0.8419379591941833
28,authority_bias-scarcity_bias,0.8930331468582153
28,authority_bias-social_proof_bias,0.9113142490386963
28,authority_bias-reciprocity_bias,0.879772424697876
28,scarcity_bias-social_proof_bias,0.90533447265625
28,scarcity_bias-reciprocity_bias,0.9319765567779541
28,social_proof_bias-reciprocity_bias,0.9058132767677307
29,neutral-authority_bias,0.8654415607452393
29,neutral-scarcity_bias,0.8610347509384155
29,neutral-social_proof_bias,0.8962224721908569
29,neutral-reciprocity_bias,0.849513590335846
29,authority_bias-scarcity_bias,0.8108052611351013
29,authority_bias-social_proof_bias,0.875318169593811
29,authority_bias-reciprocity_bias,0.848901093006134
29,scarcity_bias-social_proof_bias,0.8921871781349182
29,scarcity_bias-reciprocity_bias,0.8538177609443665
29,social_proof_bias-reciprocity_bias,0.8777050971984863
30,neutral-authority_bias,0.9130346775054932
30,neutral-scarcity_bias,0.9185052514076233
30,neutral-social_proof_bias,0.8894428610801697
30,neutral-reciprocity_bias,0.8791556358337402
30,authority_bias-scarcity_bias,0.9121807813644409
30,authority_bias-social_proof_bias,0.897402286529541
30,authority_bias-reciprocity_bias,0.8975496888160706
30,scarcity_bias-social_proof_bias,0.9185578227043152
30,scarcity_bias-reciprocity_bias,0.919558584690094
30,social_proof_bias-reciprocity_bias,0.9097988605499268
31,neutral-authority_bias,0.930115818977356
31,neutral-scarcity_bias,0.9445895552635193
31,neutral-social_proof_bias,0.9100367426872253
31,neutral-reciprocity_bias,0.898963987827301
31,authority_bias-scarcity_bias,0.9510104060173035
31,authority_bias-social_proof_bias,0.9241704344749451
31,authority_bias-reciprocity_bias,0.946121335029602
31,scarcity_bias-social_proof_bias,0.9341081976890564
31,scarcity_bias-reciprocity_bias,0.9495806097984314
31,social_proof_bias-reciprocity_bias,0.9450607299804688
32,neutral-authority_bias,0.9109318852424622
32,neutral-scarcity_bias,0.9449751973152161
32,neutral-social_proof_bias,0.9285272359848022
32,neutral-reciprocity_bias,0.8953332901000977
32,authority_bias-scarcity_bias,0.9229732751846313
32,authority_bias-social_proof_bias,0.9047704339027405
32,authority_bias-reciprocity_bias,0.9398457407951355
32,scarcity_bias-social_proof_bias,0.9202882647514343
32,scarcity_bias-reciprocity_bias,0.9112443923950195
32,social_proof_bias-reciprocity_bias,0.9072454571723938
33,neutral-authority_bias,0.9503549337387085
33,neutral-scarcity_bias,0.9231653213500977
33,neutral-social_proof_bias,0.9244148135185242
33,neutral-reciprocity_bias,0.9256174564361572
33,authority_bias-scarcity_bias,0.8982689380645752
33,authority_bias-social_proof_bias,0.8909248113632202
33,authority_bias-reciprocity_bias,0.8958134055137634
33,scarcity_bias-social_proof_bias,0.92009037733078
33,scarcity_bias-reciprocity_bias,0.9340771436691284
33,social_proof_bias-reciprocity_bias,0.9170868396759033
34,neutral-authority_bias,0.902418315410614
34,neutral-scarcity_bias,0.8208220601081848
34,neutral-social_proof_bias,0.8800023794174194
34,neutral-reciprocity_bias,0.7748671174049377
34,authority_bias-scarcity_bias,0.8309524059295654
34,authority_bias-social_proof_bias,0.8474261164665222
34,authority_bias-reciprocity_bias,0.7861893177032471
34,scarcity_bias-social_proof_bias,0.8889610171318054
34,scarcity_bias-reciprocity_bias,0.9224834442138672
34,social_proof_bias-reciprocity_bias,0.8415339589118958
35,neutral-authority_bias,0.9375013709068298
35,neutral-scarcity_bias,0.9128955602645874
35,neutral-social_proof_bias,0.9313924312591553
35,neutral-reciprocity_bias,0.8855646252632141
35,authority_bias-scarcity_bias,0.9441348910331726
35,authority_bias-social_proof_bias,0.9423938989639282
35,authority_bias-reciprocity_bias,0.9053635001182556
35,scarcity_bias-social_proof_bias,0.9287978410720825
35,scarcity_bias-reciprocity_bias,0.9154937863349915
35,social_proof_bias-reciprocity_bias,0.9455711841583252
36,neutral-authority_bias,0.9316607713699341
36,neutral-scarcity_bias,0.9196465611457825
36,neutral-social_proof_bias,0.8878434300422668
36,neutral-reciprocity_bias,0.8521268367767334
36,authority_bias-scarcity_bias,0.8821234703063965
36,authority_bias-social_proof_bias,0.8828391432762146
36,authority_bias-reciprocity_bias,0.8465238809585571
36,scarcity_bias-social_proof_bias,0.9008051156997681
36,scarcity_bias-reciprocity_bias,0.879997193813324
36,social_proof_bias-reciprocity_bias,0.928254246711731
37,neutral-authority_bias,0.8996658325195312
37,neutral-scarcity_bias,0.8801848292350769
37,neutral-social_proof_bias,0.9287934899330139
37,neutral-reciprocity_bias,0.8377476930618286
37,authority_bias-scarcity_bias,0.903477132320404
37,authority_bias-social_proof_bias,0.8931245803833008
37,authority_bias-reciprocity_bias,0.8975459933280945
37,scarcity_bias-social_proof_bias,0.8772493600845337
37,scarcity_bias-reciprocity_bias,0.9098629355430603
37,social_proof_bias-reciprocity_bias,0.8536911606788635
38,neutral-authority_bias,0.8939093947410583
38,neutral-scarcity_bias,0.8505067825317383
38,neutral-social_proof_bias,0.7992876172065735
38,neutral-reciprocity_bias,0.7972872257232666
38,authority_bias-scarcity_bias,0.8326505422592163
38,authority_bias-social_proof_bias,0.8502223491668701
38,authority_bias-reciprocity_bias,0.797152042388916
38,scarcity_bias-social_proof_bias,0.8209934830665588
38,scarcity_bias-reciprocity_bias,0.8355573415756226
38,social_proof_bias-reciprocity_bias,0.8628493547439575
39,neutral-authority_bias,0.9197831153869629
39,neutral-scarcity_bias,0.876706063747406
39,neutral-social_proof_bias,0.9006282687187195
39,neutral-reciprocity_bias,0.8631663918495178
39,authority_bias-scarcity_bias,0.8916653394699097
39,authority_bias-social_proof_bias,0.9458475112915039
39,authority_bias-reciprocity_bias,0.8825488686561584
39,scarcity_bias-social_proof_bias,0.886581301689148
39,scarcity_bias-reciprocity_bias,0.8998457789421082
39,social_proof_bias-reciprocity_bias,0.8845228552818298
40,neutral-authority_bias,0.9338937401771545
40,neutral-scarcity_bias,0.9270963072776794
40,neutral-social_proof_bias,0.9514206647872925
40,neutral-reciprocity_bias,0.9253858923912048
40,authority_bias-scarcity_bias,0.8886317610740662
40,authority_bias-social_proof_bias,0.9186400771141052
40,authority_bias-reciprocity_bias,0.9025253653526306
40,scarcity_bias-social_proof_bias,0.9351864457130432
40,scarcity_bias-reciprocity_bias,0.8975945711135864
40,social_proof_bias-reciprocity_bias,0.9345751404762268
41,neutral-authority_bias,0.8882647752761841
41,neutral-scarcity_bias,0.8466087579727173
41,neutral-social_proof_bias,0.8598178625106812
41,neutral-reciprocity_bias,0.8499289155006409
41,authority_bias-scarcity_bias,0.8620961904525757
41,authority_bias-social_proof_bias,0.8840147852897644
41,authority_bias-reciprocity_bias,0.885814905166626
41,scarcity_bias-social_proof_bias,0.8539090156555176
41,scarcity_bias-reciprocity_bias,0.8867101073265076
41,social_proof_bias-reciprocity_bias,0.9045143127441406
42,neutral-authority_bias,0.905166506767273
42,neutral-scarcity_bias,0.9058621525764465
42,neutral-social_proof_bias,0.9102452993392944
42,neutral-reciprocity_bias,0.854190468788147
42,authority_bias-scarcity_bias,0.9106626510620117
42,authority_bias-social_proof_bias,0.9414752125740051
42,authority_bias-reciprocity_bias,0.8749343752861023
42,scarcity_bias-social_proof_bias,0.9291567206382751
42,scarcity_bias-reciprocity_bias,0.8922711610794067
42,social_proof_bias-reciprocity_bias,0.9008955955505371
43,neutral-authority_bias,0.8745091557502747
43,neutral-scarcity_bias,0.8782234787940979
43,neutral-social_proof_bias,0.8607512712478638
43,neutral-reciprocity_bias,0.860651433467865
43,authority_bias-scarcity_bias,0.8955772519111633
43,authority_bias-social_proof_bias,0.8903637528419495
43,authority_bias-reciprocity_bias,0.8892652988433838
43,scarcity_bias-social_proof_bias,0.8829541206359863
43,scarcity_bias-reciprocity_bias,0.8909015655517578
43,social_proof_bias-reciprocity_bias,0.9052807688713074
44,neutral-authority_bias,0.9502447843551636
44,neutral-scarcity_bias,0.9492153525352478
44,neutral-social_proof_bias,0.8758018612861633
44,neutral-reciprocity_bias,0.872739851474762
44,authority_bias-scarcity_bias,0.9461648464202881
44,authority_bias-social_proof_bias,0.8822067975997925
44,authority_bias-reciprocity_bias,0.8720657229423523
44,scarcity_bias-social_proof_bias,0.8875417709350586
44,scarcity_bias-reciprocity_bias,0.8938685059547424
44,social_proof_bias-reciprocity_bias,0.9348411560058594
45,neutral-authority_bias,0.8987158536911011
45,neutral-scarcity_bias,0.8505522012710571
45,neutral-social_proof_bias,0.836187481880188
45,neutral-reciprocity_bias,0.8109548091888428
45,authority_bias-scarcity_bias,0.8591312766075134
45,authority_bias-social_proof_bias,0.875007152557373
45,authority_bias-reciprocity_bias,0.8352929353713989
45,scarcity_bias-social_proof_bias,0.8618879914283752
45,scarcity_bias-reciprocity_bias,0.8648215532302856
45,social_proof_bias-reciprocity_bias,0.8417344689369202
46,neutral-authority_bias,0.881734311580658
46,neutral-scarcity_bias,0.8379315733909607
46,neutral-social_proof_bias,0.7976803779602051
46,neutral-reciprocity_bias,0.8250826597213745
46,authority_bias-scarcity_bias,0.859709620475769
46,authority_bias-social_proof_bias,0.8179362416267395
46,authority_bias-reciprocity_bias,0.8604326248168945
46,scarcity_bias-social_proof_bias,0.8136541247367859
46,scarcity_bias-reciprocity_bias,0.8674416542053223
46,social_proof_bias-reciprocity_bias,0.9188214540481567
47,neutral-authority_bias,0.9052207469940186
47,neutral-scarcity_bias,0.8897730708122253
47,neutral-social_proof_bias,0.85850989818573
47,neutral-reciprocity_bias,0.8703165054321289
47,authority_bias-scarcity_bias,0.8851813077926636
47,authority_bias-social_proof_bias,0.8633124232292175
47,authority_bias-reciprocity_bias,0.8490016460418701
47,scarcity_bias-social_proof_bias,0.8754004240036011
47,scarcity_bias-reciprocity_bias,0.8801156878471375
47,social_proof_bias-reciprocity_bias,0.9015232920646667
48,neutral-authority_bias,0.9332224130630493
48,neutral-scarcity_bias,0.9074434638023376
48,neutral-social_proof_bias,0.9113383889198303
48,neutral-reciprocity_bias,0.8972499370574951
48,authority_bias-scarcity_bias,0.9077448844909668
48,authority_bias-social_proof_bias,0.9109364748001099
48,authority_bias-reciprocity_bias,0.8805217146873474
48,scarcity_bias-social_proof_bias,0.9099301099777222
48,scarcity_bias-reciprocity_bias,0.9009641408920288
48,social_proof_bias-reciprocity_bias,0.920434296131134
49,neutral-authority_bias,0.9481731057167053
49,neutral-scarcity_bias,0.9465039372444153
49,neutral-social_proof_bias,0.9229686260223389
49,neutral-reciprocity_bias,0.9288248419761658
49,authority_bias-scarcity_bias,0.9354397058486938
49,authority_bias-social_proof_bias,0.9464166164398193
